document	label
Eikon은 애플이고 해리슨 포드는 스티븐 짭스네 ㅋㅋㅋ 전개는 느리고 클라이막스는 시시했다	0
1점도 아깝다...........	0
수위가너무낮네요!!	0
나도 거기 있었다. 말도 안되는 선동영화	0
덕분에 잘 잣소...	0
일상에서 잠시 벗어나 상상의 나래를 펼쳐 감정이입하게 만드는 작품. 하지만 영화는 영화다. 노팅 힐과 브리짓 존스의 일기와 비슷하면서도 다른 듯. 로맨틱 코미디 영화는 나와는 안 맞는 듯	0
여주인공이 다른 사람(이연희)이였다면 더 실감나고 좋았을건데 하는 아쉬움이 있어요~~ 신세경 연기 너무 못해요~~과연 서미도라는 여자를 두 남자가 저렇게까지 사랑하는게 와 닿지가 않네요~~	0
표절표절표절표절표절	0
헬기는? 헬기는? 헬기는? 헬기는? 헬기는? 헬기는?	0
1빠 여서 1점줌 ㅎㅎ 물론 영화는 안봄 ㅎㅎ	0
발연기 상당히 거슬리고 내용도 그럭저럭~결론은 재미없음	0
막장 드라마를 뭣하러 굳이 스크린으로 옮겨	0
예수쟁이들이 좋아할만한 영화인건 알겠는데 영화그대로의 평점은 어떤가 궁금해서 들어왔더니 죄다 예수찬양만 해놨네	0
초딩용 실사영화보다 못한...	0
"뭐냐 진짜.. 긴장감있게 잘 나가다가 죤나 맥빠지네.결국 제대로된 장면 하나 안나왔고 결말 너무 급조된 느낌이다. 중반까지만 해도 오오 이러면서 보다가 갈수록 노잼, 실망."	0
주제는 흥미롭고 신선하지만 풀어내는 기술방식의 부족	0
ㅡㅡ하하하 참나 머라표현해야할지	0
평점이 나름 괜찮은거같아서 봤는데 재미없어요...	0
B급도 안 되는 듯... 엉성함	0
뻔한스토리	0
내가본영화중 최악이다6197님 쥬라기공원과 스타워즈 보세요 이것보다 훨씬전에개봉함	0
이 영화는 다른영화 서폿하기 위해 만든 영화입니다.진심 이 영화보고 다른영화보면 영화가 달라보임	0
최악의 애니메이션. 라이온킹 장화신은고양이 아바타 레지던트이블이 모두 합해진영화. 애니메이션인데 이렇게 편집이거친건 처음. 그나마 성우들이 노력한것 같아서 4점준다	0
원주율!!!!!!	0
장난하냐 진짜...	0
유감스러운 한국영화!	0
"정말.... 재미도 ,감동도,교훈도 없는 북한의 생화학 무기를 대비하기위해 방독면을 쓰자고 하는 영화.내 인생의 123분을 소비했다. 올해 최악의 영화는 당연 이영화가 아닐까 싶다."	0
줫 망	0
영화관보다는 쓰레기통이 더 잘어울리는 영화	0
"이 영화가 상을 받고, 별점 높이주는 이들이 있다는 건 그만큼 막장가족이 많다는"	0
강동원 6년 팬이라 기대하고 갔는데 실망...	0
애들영화 치고는 무서운듯 12세이상관람과 하지	0
bad	0
"진부한 스토리. 지진 원인과 향후 예측에 대한 학자들의 견해 논쟁, 영웅주의 등"	0
영화보러갔다가우주를보고왔다	0
대사봐라 미국의 식민지 에휴;;;;북한이 남한을 말할때쓰는 미국 식민지라는 대사꼴봐라. 정치 영화 와 소름돋네 이딴 생각하는 작가나 감독이나 ..데모만 죽어라 하다끝나네	0
권순분: 집안 정치나잘해라 이래갓곤 올안에문닫아야한다!!!	0
큰 임팩트 없는 재난 영화. 역시 타이타닉이 명작이라는 것을 새삼스럽게 깨달음	0
아 놔;; 망작이라고밖에...	0
여자도 영화도 별로...크림레몬3가 그나마 좋다	0
마더파더영화!!! 개쒸레기 윌리스 횽한테 낚임	0
어디다가 혹성탈출을 갖다붙임..;;진짜보면 후회함 완전 돈아깝고 환불받고싶다..이건 공포도아니고 액션도아니고..뭔 영환지; 혹성탈출내사랑인데 이름 막막 쓰지마요;	0
d-day 봤는데 소재거리만 있고 주제와 주인공이 없는 영화. 검색도 참 힘드네.	0
흔한 삼류에로 스토리에 동성애라는 소재를 넣어서 특별하다 생각하게 하는건가.. 평점이 좋아서 봤는데.. 동성애에관해 오히려 혐오감을 심어준영화동성애자에 대한 사랑을 그리고 싶었다면 베드신이 아닌 말그대로 연애하는 장면을 넣었더라면 달라지지않았을까	0
에로영화라도 이리재미없는 영화는 난반대일세	0
진짜.! 너무심한막장이에여..	0
이연걸 나오는 손꼽고 싶은 역대 최악의 영화중 하나	0
나참 괜히봣다는	0
그다지 감흥이 없던 영화..	0
"이건 영화도 아니고, 시트콤도 아녀~"	0
데스티네이션을 빼낀 냄새가 솔솔 나더라	0
기분좋을때 보면 짜증나는 영화	0
재미없다 ㅡㅡ;;; 클루조-_-;;; 댐버거도 그닥 썩...;;	0
정말이지 정말이지 이건아니라는	0
"억지로 끼워맞춘 스토리에 기가찰노릇, 정말 재미없다"	0
사이코메트리라 그래서 엄청난 추리쇼를 기대했는데 웬 휴머니즘	0
이것도 영화라고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
"원작 개봉 당시에 보지 않아서일까? 폭력을 얘기한다는데, 폭력적이기는 커녕 범인들이 귀여울 지경이고, 이야기는 치기어린 단상들이 이어져나갈 뿐이다."	0
"보는 내내 지루 했다, 그래도 살짝 놀라긴했다 그래도 이건 아니다"	0
이건 걍 쓰레기임	0
마지막 뜬금없이 외계인이 왜 출연하는거냐ㅋㅋ 혹시 설마 도플갱어를 표현하고자???ㅋㅋㅋ 헐 대박!!	0
포스터 클라스 최소 복고풍.. 하드 뒤지러 갑니다.	0
god damn shit the fucker !!	0
미스터 빈의 코미디는 짧게 봐야 재밌는데...	0
사우스파크 시즌8 에피소드3에서 이 영화 감독을 마조히스트 정신병자로 묘사했었죠. 비기독교인이 볼땐 그냥 고문쇼를 보는느낌	0
나쁘진 않은데 홍상수 감독의 아류작 느낌을 지울 수 가 없습니다. 홍상수 감독이랑 같이 일 하신 분인지;;;	0
연기진짜어색하다	0
하유미가 -ㅁ-;; 에로배우 였다니..	0
무슨 부조리한 사회를 고발하는 영환가 했더니 황당한 실족 서스펜스였다. 여기서 관객들이 얻어가는 단 한가지는 왠지 사람들 인식속에 연기파 배우로 인식되었던 오광록이 그냥 되게 못생기고 목소리만 특이한 발배우라는 것이다.	0
다세포소녀가 더잼남 0점짜리 영화	0
그냥 웃자.	0
이렇게 재미없고 지루하게 연출할 수 있는 것도 능력. 배우들의 매력은 죄다 실종.	0
미안한데 사투리빼고는 재미있는게 거의 없었어	0
감독샠히가 문제지 무슨생각으로 만든거야	0
멀 말하고자하는지 아직도 이해가....공포도 아니여서 실망;ㅁ;	0
일본이 만든 영화보다는 천군이 더낮다.거기다 천군 OST 음악도 좋다.	0
"아,, 개지루,, 남학생 부모님이랑 이병헌 처자식은 무슨죄냐 ㅡㅡ;"	0
유승호 빠순이들의 평점조작에 속지마시길	0
오늘의 유머 파이팅!	0
억지 감성팔이 영화의 대표작	0
나참 알바들 진짜 많내요 초딩 영화도아니고 이개 머냐 쓰래기 영화	0
짜집기 필름의 습격.이건 도대체 뭐냐?영화란 재활용제품이 아니다.	0
노를 저어 산으로 가자~	0
하..왠만하면 안자는데..이건 내용도 어정쩡 액션도 어정쩡..차라리 용가리 보세요	0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅌㅋㅋ아나 전문적으로 훈련한 닌자랑 야쿠자랑 ㄸ면 누가이기겟냨ㅋㅋㅋㅋㅋ	0
여주인공의 정신질환자 같은 태도가 보기 불편해뜸 걍 킬링타임용 영화	0
"볼거리를 오직 성룡의 액션으로만 채웠는데, 처음엔 흥미롭지만 끝날 땐 지루하다. 전형적인 캐릭터와 붕괴 직전의 스토리 그리고 시대착오적인 요소들이 너무 많다."	0
기대했건만...	0
"단지 일본이라서 그러는게 아닌데, 내뇌망상증 애들이 10점이라는 말도 안되는 점수를 줘서 어쩔 수 없이 1점 줌 한 7점 짜리 영화"	0
어둠의 문은 열리자마자 닫혀버린다.	0
그냥 그러네요..	0
"있어보이려고 노력하는데 구린 시나리오, 구린 연기.."	0
별점 하나도 아깝다. 평점 남기는 유일한 이유는 다른 희생자를 막기위해서. 출연자보고ㅠ재미있겠다는 생각은 버리세요. 견자단이 아깝다... 견자단 제일 좋아하는데...	0
손바닥으로 하늘을 가려봐라	0
아주아주 정말 후회가 되서 1점	0
감독의 변태적 욕구가 드러난 쓰레기 영화	0
민망하고 안쓰럽기만한 초 저질 코미디	0
원초적본능의 아류작	0
제발 본업에 충실합시다. 진짜 애들 보는 애니라고 더빙을 막 시키네... 나참~ 이러니까 애니가 어른들한테 무시당하는 것임!	0
어이가 없고 답답함이 느껴지는 잔혹한 한 편의 청소년 드라마.	0
"이런 폭력성 드라마는 무섭다. 좀 안보고싶다. 김재중 인상도 별로안좋고, 좀 나오지마라. 쓰렉 드라마. 애들이 보고 뭘배우겠냐 ㅉㅉㅉ"	0
누가 더 발연기인지 대결하는 모습이 알흠다웠다!!	0
님들 물귀신작전하지마세욤ㅠ 추천해서 봤더니 깊은한숨과 슬픔이... 앞뒤내용이 횡설수설	0
생각했던 거 보다 정말 참담하잖어 ㅡㅡ;	0
갈수록 막장... 스토리 개연성 떨어짐...	0
유작이지만 뭐 전혀 노출을 기대안한건 아니지만 노출도없고 영화가 말해주는 메세지도없고 그냥 좆씹허세종자들이 허세부릴려고 만든영화 여기 평점10점씩주는애들은 제대로 보긴본애들인가 그냥 씹허세만 부릴려고 OO하는거지	0
완전 개그지같은 영화 ㅅㅂ 후회스럽다	0
작가는 도대체 역사를 알고 내용을 만드는건가......시청률도 중요한데 제발 역사를 지어내지마세요. 말도안되는 상황이 계속반복됨	0
중국영화 칼을 방금 봤는데 완전 심할정도로 배꼈던데..	0
"사람을 죽기직전까지 패서 한쪽눈 실명시키고 인생 파탄 낸 놈이 여자생기고 애생기니까 개과천선하고 살겠다더니, 것도 잠시, 지같은 놈들 모아서 최고급 위스키를 훔쳐내서 행복하게 패거리랑 나눈다. 감독이 노망이 들었나. 부자들에 대한 저급한 비꼼일뿐이다."	0
뭔 영화가 이래 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
누구랑 보느냐에 따라 인상이 크게 다를 영화	0
농담이 아니라 내가 지금 당장 더빙해도 저놈들 보다는 훨씬 잘할 자신 있다.	0
대박... 이거 일본에서 전체관람가 임... 일본놈들 다죽이고싶음	0
코미디는 무슨....극도로 잔인한 문제영화	0
차라리 강신선생 제01탄 보세요...;	0
결말 윤시윤 여진구는 잘생겼다.	0
새로울 것 없는 인공 지능의 각성	0
과연 이 영화의 주인공은 누굴까 하는 생각이 든다. 영화를 보기전 견자단이 주인공일거라 생각햇지만 딱히 부각된 캐릭터가 없었다. 그리고 견자단 조선인이라고 하는 견자단의 한국어실력이 영화 내내 부자연스러웠다. 그래도 액션씬이 맘에들긴해서 제점수는 4점	0
1명이라 10점이네 5점으로 만들어드려야지	0
신세경때문에 다시 찾아봄..그래도 후하진 못해..뭐니 이게;	0
더빙이 아주 최악이네요 인기를 위해서 유명인 쓴거겠지만 오히려 역효과 났군요그리고 제발 성우를 쓰세요 괜히 성우가 있는게 아닙니다.	0
"애니는 작화도 좋고 색감도 좋고 재미있는데, 더빙이 진짜 에러 이것때문에 -7점 ... 전문성우 써서 했으면 좋았을 작품.. 아쉽습니다"	0
좋은 소재로 이렇게밖에 못 만들다니...	0
엉성한 연출에 막장스토리까지 더해지면 이런 허접한공포영화가 나올수 있다	0
뭐 이래 90년대 원작영화 보다도 못한.. 졸립기만 하다	0
CG가 아까울 정도. 시간이 남아돈다면 이 영화를.	0
말로 웃기는게 대부분 같은데 프랑스영화라서 -_- 자막으로 나와서 별루 였음	0
김기덕답다	0
정말 포스터만 그럴듯. 배우들이 연기는 잘하지만 완전 허무...	0
1도 아깝다 키시 때문에 보는거.이거볼빠엔 영구와 땡칠이를 봐라	0
개그나 제대로 해줬으면	0
싼티배우들의싼티영화~~~다덜 인공적인외모에 인공적인연기~~하나도안이쁘고 하나도 재미없다한규리 제일싼티ㅡ.ㅡ	0
솔직히 별로...뭔가 내용의 주제가...;;	0
지금 보고있는데 음악만 그럴싸하고ㅋㅋ연기력이랑 싸우는장면 연출 개판ㅋㅋㅋ그만봐야지	0
시리즈 중에서도 최악이였다	0
"공포영화인지, 웃길려고하는건지 알수없다"	0
신하균때매 찾아봤땅.....	0
글쎄.. 너무 후한것 아닐까? 6점대의 영화	0
웃고 싶었다.	0
빈디젤 영화치고 제대로 된 영화를 본적이 없다	0
괴상하고 지루함.. 이해안됨	0
요즘 세상에 이런 영화도 있다니	0
평점 3점도 아까운 쓰레기 영화. 브로디가 왜 판매중지 소송했는지 알겠네.	0
"크리스챤이 보면 신앙의 힘으로 넘어갈 수 있는데, 비크리스챤이 보면 코웃음 나옴. 겁나 허술한 영화."	0
내여구 작가라서 보기시작했는데 갈수록막장에다가 보면 볼수록 수지 꼴불견으로 나오네 원래 좋아했는데 진짜 실망이다ㅡㅡ다른 드라마는 배우들 생각해서라도 8점이상주는데 이건 정말아니다	0
양아치란 왜놈 인사법이 멋있는줄 알고 흉내내는 조폭 전체다	0
내가 본 초자연현상을소재로한 영화중 가장최악 차르봄바급에 노잼 극장에서 돈주고보기 정말아깝다. 1점주기도아깝다	0
노잼...장르를 모르겠음...완전한 스릴러도 극히 반전도 마무리도 이게뭔가?하는 찝찝함만 남은 내타임을 킬링한영화 킬링타임?댓츠 노노~타임킬링...	0
"재미도 업는데 왜케 길어,.,..,상영시간이 길다는게 더 공포,,,,,,"	0
대충대충. 건들건들. 촬영장 분위기 물씬. 답답하다가 헛웃음.	0
8점 정도가 적당 하다 오케이?	0
코미디영화인데 재미가 있었던가???	0
영화 감독이 말하길 최지연은 국민 첫사랑이라 노출은 불가하다고 한다. 그럼 반대로 이 영화에서 노출했던 배우 같이 엑스트라급 조연 배우들은 모두 벗어도 된다는 말인가? 그리고 영화 흐름과 맞지않게 대체 왜 섹스신은 넣었을까?	0
그 어떤 최악의 지루함을 상상하든 그 이상을 느끼게 될 것이다...	0
지금 보면 너무 엉성하다	0
시간이 남아돌아도 고민하고 보삼	0
이번 방송된 8월 17일 백구영상 이거 전에 이미사건종결낫다하더군요. 전국민마음찢어놓고 종결된사건 보도하고 시청률잘나오셔서 좋으셧나요. 제보부탁드립니다? 이미 그쪽측과 인터뷰도끝난상태라던데 시청자들우롱하니 좋으셧어요?	0
쩝..완전..허접...	0
존나 재미없어	0
뻔한 스토리와 재미없었다..	0
애들은 좋아할까?	0
명민본좌를 영화가 받쳐주질 못햇다 명민좌만 분투한 거 같다 스토리도 비현실적이고 아우라가 없는거 같다 마지막 질주 할때 BGM도 상당히 별루 였다 영화가 먼가 분위기가 안잡힌듯한 느낌이든다	0
"불신지옥하고 비슷하다고 해서 봤는데 머이건 공포영화라기보단 범죄심리+종교문제를 다룬 영화 같다,,,-,- 비추천,,,,,"	0
ㅉㅉㅉ	0
쓰렉	0
ㅜ.ㅜ;;;;; 안습	0
유치한대사와 진부한 상황설정.풍경이아깝다	0
재미있는 영화였음...	0
ㅋㅋ강철중 왜 갑자기 형사에서 검사로 직급상승??ㅋㅋ1편하고 시리즈로 이어지지 않는가봐요?형사엣 검사로 바뀐게 자체부터 1편보다 못하고 잘못되어진거 같다ㅋ	0
별점이아깝다	0
남친이랑사귄지100일좀넘었을때본영화... 한창 풋풋할때라 영화보다가 중간에 나갈수도없고...남친은 재밌다고 완전멋있다고했지만...난..난..음악듣다내가미쳐버리는줄.. 지금 다시 보라 그럼 혼자보라그럴것같다. 아니이해를못하는데예술이뭔말이고영상미가뭔말이여	0
했던거 또하고~했던거 또하고~~사골도 이렇게 우려먹는다 이수근은 mc능력안돼고 성시경은 표정관리 못하고 엄태웅은 아직도 캐릭터 못잡고 김종민 예능감은 군대때로 다시돌아갔고 솔직히 유해진 주원 차태현은 1박2일에서 본인들 값어치 떨어트리고있다 접어라!	0
초반에 좀 재밌을것처럼 하더니 맹탕이네	0
형편없는 드라마네요. 질질 끌기만하고 작가의 역량이 보이네요	0
진짜 보는동안 감독이 누군지 궁금하세 만드는 영화네요 배우들의 노력을 쓰래기로 만드는 영화네요 만들어 놓고 보기는 하셧는지 이정도로 짜임세 떨어지는 영화는 오랫만입니다 스릴러라고 하기 창피하네요 하나부터 열까지 다 쓰래기 아~배우들의 연기는 좋습니다	0
원래 공포영화 여주인공은 효도르랑 맞짱붙어도 이긴다지만...	0
망해가는 프로	0
브래드피트아니구요 동명이인일거에요^-^	0
1점도 아깝다...시간아까움	0
쓰레기영화 3류 완전 비디오로 나와도 흥행 노 OOO	0
점수가디게낮네요?좀더낮춰볼까요?	0
ㅄ같은 영화.. ㅋㅋ	0
여태껏 본 영화중에서 제일 재미없었다	0
장진 감독 영화는 웬만하면 보는데 이젠 좀 실망스럽네...	0
시끄럽고 귀만아픈영화	0
총체적난국	0
의리없는 전쟁과 비교하면 안될듯	0
어디서 본것같은 허접한 스토리.....	0
평점보고 기대 해서인지 그때는 몰라도 지금은 아니다~	0
재미없음11 지루지루	0
아..젠장..이걸 개봉날 3D로 봤다니..	0
재미없는데 평점 무지 높네. 조윤희때문에 평점 많이 준다.	0
"촌빨날리는 제목, 매력없는 히어로와 빌런들, 뜬금없는 스토리와 재미없는 개그, 전범기, 허세만 날리던 흑인군인.. 제시카 알바 외모빼고는 뭐 하나 맘에 드는게 없다."	0
누가 돈 보고 봄??	0
이야기 전개가 이어지지않고 딱딱끊기는 느낌. 내용이 너무함축적이되서 다소이해하기어려움. 볼거면 줄거리보고 보는게...cg는 그냥 없애는게 차라리집중이 더 잘될정도...	0
OOO기 삼류영화 이영화보지말아라 개후회한다 스토리라인 그리고 액션 심지언 연기 전부쓰레기 참고로 브르스윌리스 오분도안나온다	0
줌인 남발 눈 깨지겠다 이것도 영화라고	0
이거 뭐야 ㅋㅋㅋㅋ 안봤지만	0
스티븐 시갈이 왜 이런 영화를 찍은 거야???돈때문인가????	0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
"갓 헬프 더 관객, 플리즈"	0
너무 기대를 많이 한건지... 음..	0
오유에서 왓삼	0
"흥미로운 대사나 인물, 동기, 방향성이라고는 찾아볼수없는 우둔한 하이테크 액션물"	0
친구한텐 전화해도 경찰한텐 챗팅창을 이용하는 멋스러움 ㅡㅡ;;;;	0
"CG,세트,해외로케,배우,,들만 봐도 돈은 허벌나게 들인것같은데..감독프로필 보니 이게 첫작품이네?돈많은 졸부아버지 졸라서 영화한편 찍은건지,본인이 부자인건지는 모르겠다만..영화찍을돈으로 기부나해라..능력있는 감독을 쓰던지.."	0
원작을 따라하나 막상 중요(?)한 부분은 희한하게 고치는 센스	0
코믹영화치곤 내내 웃기지도 않고 지루하다...어디서 웃어야할지..	0
OOO기만도 못한영화ㄳ	0
정말 너무힘들다	0
가지가지하는 정말 못생기고 매력이라곤 단 하나 찾을 수 없는 여자를 약 110분 동안이나 구경할 수 있는 유일한 영화.	0
"[ 스토리 5, 비주얼 4, 연출 3, 연기 5 ] 영화는 흘러가고, 내 시간도 덧없이 흘러간다. 설정을 다 풀지 못 한 감독은 반성하시길."	0
영화관에서 봤는데 완전 별로	0
또게이야...아놔 대가리에 뭐가들어있는지!!!	0
"작가가 만화책을 본건지 의문이들정도다. 삼각관계, 적은 음악 비중, 쓸데없는 갈등...참.. 배우들이 아깝다."	0
큭..정말..할말없게나온다..이런영화를 무슨...최악	0
우~	0
더러운 영화	0
OO 중2병의 원조격인 기념비적 영화	0
이게 영화냐? 니미 ㅋㅋ	0
이현우연기는 최악...그리고 정말 영화적요소가 없는 영화	0
뭐야..그냥TV베스트극장 한편본 듯한 느낌....너무 단순허이...!!	0
한국영화천군이 몇십배는 더 재밋다	0
너무 늙었어 쉬게 해줘.	0
현실성없는줄거리내용도유치엔딩씬만볼만이런유치한영화를왜좋아할까?	0
갓심은 닥치고 ㅇㅂ준다	0
전쟁영화보다 잔건 이영화가 처음임....	0
와 감독이 돈만 많은가 ? 이런 배우로 어떻게 이런 영화를 만들 생각을 하는거지 하 ..	0
보지마시길...당신의 시간은 소중하니까...	0
진짜 진짜 대박 수준 떨어지는 드라마~ 어떻게이런 내용을 드라마라고 나참 어이없네요 권선징악이라도 있던지~ 이건 무슨국적불명의 드라마입니까? 글쓰신분이나 연출하시는 분이나 정신들이나가셨나? ㅉㅉ 한심합니다!	0
별도 아깝구나....	0
근친상간에 슬픈척 뭔가 있는척 하면 다냐?	0
파격적인 노출 외엔 아무것도 느낄 수 없었음. 우리 막나가! 하고 민망하게 외치는 꼴	0
난 되게 재미없었는데 의외로 재밌게 본사람들이 많네요	0
무미하다.	0
애매하고 기억에 남는 장면이 없다.	0
드라마선 인물이 살아있었지만 영화에선 패션 보여주기에 급급하고 현실과 동떨어짐	0
왜이게 엽기적인그녀2 일까요 중국놈들	0
일본영화의 문제가 무엇인지... 일본영화가 열도를 벗어나 대중화되지 못하는 이유를 보여주는 영화.	0
내인생 가장 힘들었던영화	0
난잡한 성교육.	0
욕하고싶다	0
1탄에 비해 임팩트가 약하다	0
주인공이 너무 멍청함 답답	0
여성판 양들의 침묵을 기대했건만... 남는 게 없고 샬롯 람플링이 아깝다.	0
BDSM영화..	0
정책을 시행함에 앞서 소소한 여건들을 따지지 못했다. 일본을 그대로 밀어버리냐..	0
촬영중 잠적한 드라마로 유명한....그리고 재미도 없고....	0
9점대는 아닌거 같다 조정이 필요함	0
이게 왜 이렇게 평점이 높은지 모르겠다. 특이함과 영상미에만 취해있기엔 너무 알맹이가 없는 느낌	0
정말 짜증나는 드라마 .처음에는 재밋더니 갈수록 재미 더럽게 없네요 증거도 다 들통나고 작가가 먼생각으로 쓰는지.증거애기하면 옆에서 다 듣고 하하하 내가 써도 잘쓰겟다 //에라잇 때려치라마..	0
반한파(反韓派)이자 위선자(僞善者) 타카오카 소스케(高岡蒼佑)가 출연한 쓰레기 영화	0
"엉성하기 짝이없는 스토리,개연성은없고 우연성만 넘쳐남. 연출의 중요성을 깨닫게 할정도로 형편없는 연출. 한마디로 난해하다."	0
별로 웃기지도 않은데 왜 9점대씩이나 되는지 이해가 안가네요	0
"너무 뻔하고 대사 느끼하고 오글거리고 액션은 어설프고,,가지니,배드마쉬 컴퍼니,세얼간이,내이름은칸 이 인도영화들에 비하면 너무어설프고 재미없음, 여주는 왜 나오는거야? 얼굴때문에?"	0
재밌게 보신분들께 미안하지만 진짜 평점에낚인기분...최악..	0
오바들하네 1점이 딱 맞는 평점	0
영화관에 나랑 남친밖에 없던 신선한 경험을 하게해준영화..보고나서 그저한숨만	0
영화잼없게 만드는것두 재주인듯.. 흠..	0
견자단의 화끈한 무술액션 만큼은 볼거리로 인정한다	0
완전 어이없음 ㅡㅡ 시사회였으니까 봤지 돈주고 봤으면 소송걸 뻔 했음 ㅡㅡ	0
........................................	0
줄리안무어가 잘못했네ㅋ 초 민폐 여주인공	0
"명색이 영화가 드라마보다 지루하다면, 이미 영화로써 자격이 없다"	0
뭐가 뭔지....	0
"평점이 이해 안된다.. 물론 형편없는 영화라는건 아닌데;; 죽은 자와의 소통이란 소재로 눈물도 좀 나오게 하는건 맞다. 근데, 이것 저것 짜 맞춘 느린 호흡의 영화로 끝에가서는 뭘 말하고자 했던건지 벙~ 찐다. 평점 무조건 10점 좀 때리지마시길..."	0
코믹영화?	0
남자의세계를모르고마누라가상황파악도못하고멍청한짓만하네얼마나아까울까6점적당	0
ㅇㅇ;; 개콘 재밌게 보는사람들은 이 영화도 재밌게 볼 수 있음 ^^;;	0
슈퍼맨3은 돈 아까워서 울었지만 슈퍼맨 4는 정말 아쉬운 영화 돈 만 조금 더 쓰지...	0
이야기 전개가 지루해서 무슨 이야기를 할려는 것인지에 대한 궁금증이 안생기는군	0
평점 왜이래 ㅋㅋㅋㅋㅋ 평점 좀 내려야겠다	0
웬만하면 웃어 주려 노력하며 봤지만.. 미안하게 됐다	0
악마의 교리가 약하니 영화도 약해진다.	0
80년대 과일시리즈.. 그 아른한 추억.	0
노조미는 역시 예쁘네요	0
봐도그만 안봐도그만.. 나에게 큰 의미가 있는 영화는 아니었지만 같은 소재를 다루고도 억지눈물 쥐어짜는 다른 영화와는 크게 다른것같아 좋았다. 주인공보다는 그 아내의 연기력이 더 돋보였다.	0
임원희의 뛰어난 연기력은 과대평가된 이병헌을 고대로 발라버린다~!!!	0
"지금껏 1,2,3편 다 괜찮게 봤는데 이번은 완전 개망작이다."	0
완전 3류영화네	0
한마디로 표현하자면 실망 그 자체.	0
논스톱애들보다 연기더못해 완전짜증난다.	0
개연성없음 공포요소없음 교훈없음 결말뻔함 억지만 있음 원래 코미디라고 쉴드치는데 웃기지도 않았음.. 모든 장면에 트집 잡을 꺼리가 너무 많은 영화 시간아깝다.. 뭘 자꾸 치켜세워 다음사람의 눈을 보호합시다 평점에 낚였네	0
관객은 생각하지 않은 작품인것같다...	0
"관객이 딱히 어떤 감정을 느끼기도 애매한, 저희들끼리 북치고 장구치는 뻔하고 평범한 감정과잉 대사들의 나열. 개성으로 포장한 정신이상 인물들."	0
진짜.... 볼가치가 없는 영화네요....	0
3류구만 호들갑은	0
무섭지도 않고 야하지도 않고	0
"하,,, 오락영화로서는 괜찮았던 1편이었는데, 2는 걍 이도저도 아닌 쓰레기"	0
스타뎀을 너무 낭비하고 있다 스토리도 이상하고 캐릭터와 스타뎀과 맞지도 않고... 전체적으로 엉성한 영화	0
첨부터 끝까지 볼만한게 없다	0
"내용도 없고, 앞뒤도 안맞는 쓰레기 영화"	0
그냥 저냥 지루하네요 완전	0
엠비씨 하얀거탑 골든타임은 어디가고 드라마제목부터유치한 메디컬탑팀을만들었나	0
두 번 웃어서 두 개~	0
ㅅㄱㅃ ㅍㅋ 전쳬적으로 ㅎㄱ무비 평범 깎아범는	0
제국주의고 나발이고.. 일단 영화를 제대로 만들고 볼 일이다. 무슨 60년대 영화냐?	0
극장에서봤는데...정재와 은하는 좋았다;	0
"대통령은 피아노를 치고, 나는 땅을 쳤다."	0
미친 소재를 이렇게 평범하게 다루다니.	0
재수없다.현지로나오는여자.완전연기꽝.눈마부릅뜨면다되는줄아는여자.역겹다짱난다	0
헐 설경구 최악.. 으로 잘못 골랐다	0
당신~! 도대체 뭘 말하고 싶은거요?? 그냥 하희경씨의 섹스어필로 가는게 좋았을듯!!	0
그냥 재미 없어요. 다큐가 이거보다 더 재밌을껄요?. 이건 영화도 아니고 다큐도아니고. 무엇보다 실제상황 찍은 것도 아니고 다 연출입니다. 대원들 헬멧카메라에 달아 엮어서 이은거 같은데 보는 입장에선 후...	0
"감독을 납치해서 항문에 관장약을 강제로 넣고,관장만 최소한 3번이상 해주고 싶다."	0
독특한 소재를 참 심심하게 만들어내는 능력이 있는 감독	0
팀 버튼 특유의 비주얼과 옛날 이야기를 들려주는 듯한 스토리텔링도 익숙.. 그러나 몰입되지 않는 매력적이지 않은 이야기의 한계를 극복하진 못했다. 그리고 자니 뎁이 연기한 주인공 캐릭터도 그리 매력적이지 않음	0
카메라좀 잘 잡아주면 안되겟어요? 왜케 못잡어... 애들 얼굴도 안보이고 춤출때 도대체 얼마나 뒤로빠질려고 그래?? 집에서보는 팬 생각좀 해줘요 아진짜 볼때마다 쨔증나 ㅡㅡ	0
옛날에 안봐서 모르지만 지금보면 최악이다 완전 우뢰메 수준	0
너무나일상에서많이볼수있는티브프로그램...	0
2월7일에 보고 댓글단다 ㅋㅋ 쥬라기공원이 대단한걸느낀다 ㅋㅋㅋㅋ 14년개봉인데ㅋ 와 대박	0
